threshold,annualization_factor,sharpe,se,ci_lo,ci_hi,p_blocked,n,n_eff_sr,se_iid_delta,se_hac_delta,se_inflation,hac_bandwidth,p_bh,p_by,q_storey,p_raw,p_adjusted
0.0,12.0,0.5723827172708332,0.15631212234817277,0.268357734356457,0.881723801175918,0.0001999600079984003,651,468.80662828866355,0.13518041724411572,0.1592969296711156,1.178402411522736,5,0.0001999600079984003,0.0001999600079984003,0.0,0.0001999600079984003,0.0001999600079984003
