sharpe,se,ci_lo,ci_hi,z_statistic,positive_p_value,two_sided_p_value,mean_return,mean_return_se,bandwidth,n_eff_sr,se_iid_delta,se_hac_delta,se_inflation,hac_bandwidth
0.572822842454874,0.1592969296711156,0.2606065974516775,0.8850390874580705,3.595944025019967,0.00016160865015368842,0.00032321730030737683,0.004328808906514781,0.0012057885660988496,5,468.80662828866355,0.13518041724411572,0.1592969296711156,1.178402411522736,5
