sharpe,se,ci_lo,ci_hi,z_statistic,positive_p_value,two_sided_p_value,mean_return,mean_return_se,bandwidth
0.572822842454874,0.15783466488979625,0.2634725837589248,0.8821731011508233,3.6292587743942812,0.00014211810025388516,0.0002842362005077703,0.004328808906514781,0.001187649586642036,2
