threshold,sharpe,se,ci_lo,ci_hi,p_blocked,n,n_eff_sr,se_iid_delta,se_hac_delta,se_inflation,hac_bandwidth,p_raw,p_adjusted
0.0,0.33607007108129094,0.11404101717730035,0.10501712374714792,0.5522033906036323,0.0023995200959808036,26590,15359.458984446399,0.095670303843948,0.1258775735238199,1.3157434278576587,18,0.0015996800639872025,0.0015996800639872025
