sharpe,se,ci_lo,ci_hi,z_statistic,positive_p_value,two_sided_p_value,mean_return,mean_return_se,bandwidth,n_eff_sr,se_iid_delta,se_hac_delta,se_inflation,hac_bandwidth
0.3360763907418889,0.1258775735238199,0.08936088017390922,0.5827919013098686,2.669867088582645,0.0037940638584494923,0.007588127716898985,0.0001352670226888212,5.234980373651974e-05,18,15359.458984446399,0.095670303843948,0.1258775735238199,1.3157434278576587,18
