sharpe,se,ci_lo,ci_hi,z_statistic,positive_p_value,two_sided_p_value,mean_return,mean_return_se,bandwidth
0.3360763907418889,0.11063113384716547,0.11924335283261442,0.5529094286511633,3.037810235283055,0.001191519844179978,0.002383039688359956,0.0001352670226888212,4.549308124184226e-05,2
