threshold,sharpe,se,ci_lo,ci_hi,p_blocked,n,n_eff_sr,se_iid_delta,se_hac_delta,se_inflation,hac_bandwidth,p_bh,p_by,q_storey,p_raw,p_adjusted
0.9,0.4966500111174605,0.11122033899326664,0.2747103880951373,0.7084164833315463,0.0001999600079984003,26131,20229.918833355776,0.09941968180217994,0.11299346160370309,1.136530107072074,13,0.0001999600079984003,0.0001999600079984003,0.0,0.0001999600079984003,0.0001999600079984003
