sharpe,se,ci_lo,ci_hi,z_statistic,positive_p_value,two_sided_p_value,mean_return,mean_return_se,bandwidth
0.4966595144710672,0.11122205318249671,0.2786682959467751,0.7146507329953593,4.4654769468797015,3.994528743556103e-06,7.989057487112206e-06,0.00023388312732004133,5.103622088797213e-05,2
