sharpe,se,ci_lo,ci_hi,z_statistic,positive_p_value,two_sided_p_value,mean_return,mean_return_se,bandwidth,n_eff_sr,se_iid_delta,se_hac_delta,se_inflation,hac_bandwidth
0.4966595144710672,0.11299346160370309,0.2751963992392997,0.7181226297028347,4.395471272603179,5.526634101138406e-06,1.1053268202276811e-05,0.00023388312732004133,5.093444502657805e-05,13,20229.918833355776,0.09941968180217994,0.11299346160370309,1.136530107072074,13
