threshold,observed_sharpe,null_mean,null_sd,null_q025,null_q500,null_q975,p_positive,n_perms,status,seed
0.9,0.4966500111174605,-0.001004454646493601,0.09827811458658012,-0.1917447220902395,-0.0014479198014760008,0.19304970593372178,9.999000099990002e-05,10000,ok,123
