sharpe,se,ci_lo,ci_hi,z_statistic,positive_p_value,two_sided_p_value,mean_return,mean_return_se,bandwidth
0.4473259452977087,0.1137189964879716,0.22444080782324746,0.6702110827721699,3.9336079205115366,4.184012077113053e-05,8.368024154226106e-05,0.0001643507711147679,4.06876537879806e-05,2
