strategy,t_stat,p_raw,p_adjusted,block_size,n_boot,threshold
0,4.025386173059084,0.0001999600079984003,0.0001999600079984003,8,5000,0.0
1,4.262824819491242,0.0001999600079984003,0.0001999600079984003,8,5000,0.3
2,4.262824819491242,0.0001999600079984003,0.0001999600079984003,8,5000,0.5
3,4.555053926084048,0.0001999600079984003,0.0001999600079984003,8,5000,0.7
4,5.057410362845745,0.0001999600079984003,0.0001999600079984003,8,5000,0.9
