alpha_daily,alpha_ann,alpha_se_daily,t_alpha,p_positive,n,hac_lag,status
0.00015899888535246938,0.040067719108822286,3.66574579653614e-05,4.337422564944673,7.208164963246055e-06,26131,16,ok
