sharpe,se,ci_lo,ci_hi,z_statistic,positive_p_value,two_sided_p_value,mean_return,mean_return_se,bandwidth,n_eff_sr,se_iid_delta,se_hac_delta,se_inflation,hac_bandwidth
0.4473259452977087,0.11804025528115962,0.21597129622072192,0.6786805943746954,3.7896050312007947,7.544350209776063e-05,0.00015088700419552126,0.0001643507711147679,4.144534589433841e-05,16,18761.072741910353,0.1000186431807144,0.11804025528115962,1.1801825292499082,16
