threshold,observed_sharpe,null_mean,null_sd,null_q025,null_q500,null_q975,p_positive,n_perms,status,permutation_informative,seed
0.0,0.39530272296846813,0.41006006354072144,0.03921303483240894,0.3342958142936398,0.41001628923123234,0.48699884792552933,0.6463353664633537,10000,ok,True,123
0.3,0.41861977614979334,0.4338942623494428,0.02437932896754071,0.38669407652424587,0.43402090214567624,0.4820159884542087,0.7333266673332667,10000,ok,True,123
0.5,0.41861977614979334,0.4338942623494428,0.02437932896754071,0.38669407652424587,0.43402090214567624,0.4820159884542087,0.7333266673332667,10000,ok,True,123
0.7,0.4473173859194792,0.44731738591947934,1.110278539940071e-16,0.4473173859194792,0.4473173859194792,0.4473173859194792,,10000,degenerate,False,123
0.9,0.4966500111174605,0.40371109680569556,0.04224597762534571,0.32089509708389063,0.40372923111110637,0.4868151134236279,0.014998500149985002,10000,ok,True,123
