sharpe,se,ci_lo,ci_hi,z_statistic,positive_p_value,two_sided_p_value,mean_return,mean_return_se,bandwidth,n_eff_sr,se_iid_delta,se_hac_delta,se_inflation,hac_bandwidth
0.03561291453193003,0.25956424926518984,-0.47312366570201925,0.5443494947658793,0.13720269502733123,0.4454352903670705,0.890870580734141,2.8048052034246977e-05,0.00020483521944627357,5,3477.0,0.2690721348058903,0.25956424926518984,0.9646641762159448,5
