sharpe,se,ci_lo,ci_hi,z_statistic,positive_p_value,two_sided_p_value,mean_return,mean_return_se,bandwidth
0.05769262364080298,0.254743866091745,-0.4415961791815115,0.5569814264631174,0.22647306302568718,0.4104167537957789,0.8208335075915578,4.5379527001615016e-05,0.00020066002638740237,2
