alpha_period,alpha_ann,alpha_se_period,t_alpha,p_positive,n,hac_lag,status
-2.572801536751141e-05,-0.006483459872612876,0.00020278029617355102,-0.12687630826563098,0.5504808508275998,3477,5,ok
