sharpe,se,ci_lo,ci_hi,z_statistic,positive_p_value,two_sided_p_value,mean_return,mean_return_se,bandwidth,n_eff_sr,se_iid_delta,se_hac_delta,se_inflation,hac_bandwidth
0.5362725927247838,0.13145693383166263,0.2786217368966601,0.7939234485529074,4.079454594700257,2.2570742738592386e-05,4.514148547718477e-05,0.00014775420608874622,3.616273381323942e-05,8,14530.277125798437,0.11917002623889313,0.13145693383166263,1.1031040101320333,8
