sharpe,se,ci_lo,ci_hi,z_statistic,positive_p_value,two_sided_p_value,mean_return,mean_return_se,bandwidth
0.5362725927247838,0.12800644932632335,0.28538456225633857,0.787160623193229,4.189418545292813,1.3983507345827206e-05,2.7967014691654413e-05,0.00014775420608874622,3.5347221732332465e-05,2
