threshold,annualization_factor,sharpe,se,ci_lo,ci_hi,p_blocked,n,n_eff_sr,se_iid_delta,se_hac_delta,se_inflation,hac_bandwidth,p_bh,p_by,q_storey,p_raw,p_adjusted
0.0,252.0,0.5362574272879999,0.13282578194216887,0.2758511312518396,0.7945441892953031,0.0001999600079984003,17681,14530.277125798437,0.11917002623889313,0.13145693383166263,1.1031040101320333,8,0.0001999600079984003,0.0001999600079984003,0.0,0.0001999600079984003,0.0001999600079984003
