sharpe,se,ci_lo,ci_hi,z_statistic,positive_p_value,two_sided_p_value,mean_return,mean_return_se,bandwidth
0.7414454835012999,0.10371629236001925,0.5381652858656354,0.9447256811369644,7.148785081205946,4.377609386096992e-13,8.755218772193984e-13,0.00028825410595501857,3.912250448730772e-05,2
