threshold,annualization_factor,sharpe,se,ci_lo,ci_hi,p_blocked,n,n_eff_sr,se_iid_delta,se_hac_delta,se_inflation,hac_bandwidth,p_bh,p_by,q_storey,p_raw,p_adjusted
0.0,252.0,0.7414308192709355,0.10632053362254591,0.5328644173951397,0.9508614041619,0.0001999600079984003,25281,24576.39367964474,0.10157660202181498,0.10302241526029292,1.0142337232167644,2,0.0001999600079984003,0.0001999600079984003,0.0,0.0001999600079984003,0.0001999600079984003
