sharpe,se,ci_lo,ci_hi,z_statistic,positive_p_value,two_sided_p_value,mean_return,mean_return_se,bandwidth,n_eff_sr,se_iid_delta,se_hac_delta,se_inflation,hac_bandwidth
0.7414454835012999,0.10302241526029292,0.5395252599907961,0.9433657070118037,7.196933615155392,3.078648447285559e-13,6.157296894571118e-13,0.00028825410595501857,3.903823833111529e-05,2,24576.39367964474,0.10157660202181498,0.10302241526029292,1.0142337232167644,2
